#Strom [mA]	Intensität [mW] Fehler der Intensität [mW]
0	13	2
1	13	1
2	13	1
3	13	2
4	13	1
5	13	1
6	13	1
7	13	1
8	14	1
9	14	1
10	13	1
11	14	1
12	14	1
13	14	1
14	14	1
15	14	1
16	14	1
17	15	1
18	15	1
19	15	1
20	16	1
21	15	1
22	16	1
23	16	1
24	16	1
25	16	1
26	16	1
27	17	1
28	17	1
29	17	1
30	17	2
31	17	1
32	18	1
33	18	1
34	18	1
35	18	1
36	19	1
37	19	1
38	19	1
39	19	1
40	19	1
41	19	1
42	19	1
43	20	1
44	20	1
45	20	1
46	20	1
47	20	1
48	20	1
49	21	1
50	21	1
51	21	1
52	21	1
53	21	1
54	22	1
55	22	1
56	22	1
57	22	1
58	22	1
59	22	1
