0.0000000000 	 82961000.0000000000 	 30000.0000000000 	 9000.0000000000  
0.0100000000 	 82960963.5306577682 	 29987.2890143649 	 9024.8560035445  
0.0200000000 	 82960926.9606113881 	 29974.6995705685 	 9049.6239910197  
0.0300000000 	 82960890.2902176231 	 29962.2311125748 	 9074.3043995558  
0.0400000000 	 82960853.5198315084 	 29949.8830870310 	 9098.8976641899  
0.0500000000 	 82960816.6498062909 	 29937.6549432546 	 9123.4042178764  
0.0600000000 	 82960779.6804934591 	 29925.5461332204 	 9147.8244914967  
0.0700000000 	 82960742.6122427881 	 29913.5561115479 	 9172.1589138692  
0.0800000000 	 82960705.4454022646 	 29901.6843354886 	 9196.4079117594  
0.0900000000 	 82960668.1803181916 	 29889.9302649133 	 9220.5719098895  
0.1000000000 	 82960630.8173351288 	 29878.2933622997 	 9244.6513309484  
0.1100000000 	 82960593.3567959219 	 29866.7730927195 	 9268.6465956013  
0.1200000000 	 82960555.7990417182 	 29855.3689238263 	 9292.5581224998  
0.1300000000 	 82960518.1444119513 	 29844.0803258432 	 9316.3863282911  
0.1400000000 	 82960480.3932444006 	 29832.9067715502 	 9340.1316276278  
0.1500000000 	 82960442.5458751321 	 29821.8477362723 	 9363.7944331778  
0.1600000000 	 82960404.6026385576 	 29810.9026978669 	 9387.3751556332  
0.1700000000 	 82960366.5638674200 	 29800.0711367118 	 9410.8742037203  
0.1800000000 	 82960328.4298928082 	 29789.3525356933 	 9434.2919842091  
0.1900000000 	 82960290.2010441571 	 29778.7463801939 	 9457.6289019222  
0.2000000000 	 82960251.8776492625 	 29768.2521580803 	 9480.8853597445  
0.2100000000 	 82960213.4600342810 	 29757.8693596918 	 9504.0617586326  
0.2200000000 	 82960174.9485237598 	 29747.5974778280 	 9527.1584976238  
0.2300000000 	 82960136.3434406072 	 29737.4360077373 	 9550.1759738456  
0.2400000000 	 82960097.6451061368 	 29727.3844471051 	 9573.1145825244  
0.2500000000 	 82960058.8538400680 	 29717.4422960419 	 9595.9747169953  
0.2600000000 	 82960019.9699605256 	 29707.6090570719 	 9618.7567687107  
0.2700000000 	 82959980.9937840253 	 29697.8842351214 	 9641.4611272495  
0.2800000000 	 82959941.9256255180 	 29688.2673375070 	 9664.0881803261  
0.2900000000 	 82959902.7657983750 	 29678.7578739244 	 9686.6383137992  
0.3000000000 	 82959863.5146144331 	 29669.3553564371 	 9709.1119116810  
0.3100000000 	 82959824.1723839343 	 29660.0592994645 	 9731.5093561460  
0.3200000000 	 82959784.7394156009 	 29650.8692197711 	 9753.8310275397  
0.3300000000 	 82959745.2160165906 	 29641.7846364551 	 9776.0773043874  
0.3400000000 	 82959705.6024925411 	 29632.8050709372 	 9798.2485634029  
0.3500000000 	 82959665.8991475552 	 29623.9300469492 	 9820.3451794976  
0.3600000000 	 82959626.1062842309 	 29615.1590905234 	 9842.3675257886  
0.3700000000 	 82959586.2242036462 	 29606.4917299811 	 9864.3159736077  
0.3800000000 	 82959546.2532053590 	 29597.9274959219 	 9886.1908925097  
0.3900000000 	 82959506.1935874522 	 29589.4659212126 	 9907.9926502814  
0.4000000000 	 82959466.0456465036 	 29581.1065409764 	 9929.7216129494  
0.4100000000 	 82959425.8096776158 	 29572.8488925821 	 9951.3781447893  
0.4200000000 	 82959385.4859744161 	 29564.6925156332 	 9972.9626083335  
0.4300000000 	 82959345.0748290569 	 29556.6369519573 	 9994.4753643801  
0.4400000000 	 82959304.5765322298 	 29548.6817455953 	 10015.9167720006  
0.4500000000 	 82959263.9913731515 	 29540.8264427909 	 10037.2871885489  
0.4600000000 	 82959223.3196396232 	 29533.0705919801 	 10058.5869696690  
0.4700000000 	 82959182.5616180003 	 29525.4137437802 	 10079.8164693037  
0.4800000000 	 82959141.7175931931 	 29517.8554509802 	 10100.9760397021  
0.4900000000 	 82959100.7878486812 	 29510.3952685293 	 10122.0660314285  
0.5000000000 	 82959059.7726665139 	 29503.0327535274 	 10143.0867933699  
0.5100000000 	 82959018.6723273695 	 29495.7674652145 	 10164.0386727445  
0.5200000000 	 82958977.4871104658 	 29488.5989649604 	 10184.9220151094  
0.5300000000 	 82958936.2172936648 	 29481.5268162542 	 10205.7371643687  
0.5400000000 	 82958894.8631533980 	 29474.5505846946 	 10226.4844627814  
0.5500000000 	 82958853.4249647260 	 29467.6698379798 	 10247.1642509694  
0.5600000000 	 82958811.9030013382 	 29460.8841458967 	 10267.7768679254  
0.5700000000 	 82958770.2975355387 	 29454.1930803117 	 10288.3226510204  
0.5800000000 	 82958728.6088382602 	 29447.5962151604 	 10308.8019360120  
0.5900000000 	 82958686.8371790946 	 29441.0931264376 	 10329.2150570516  
0.6000000000 	 82958644.9828262478 	 29434.6833921874 	 10349.5623466926  
0.6100000000 	 82958603.0460465997 	 29428.3665924936 	 10369.8441358979  
