      1.0000       0.70514E-02
      1.0000       0.70514E-02
      1.0000       0.70514E-02
     0.84921      -0.38555E-01
     0.40084      -0.37872E-01
     0.26467       0.62583E-02
     0.49994       0.31904E-01
     0.76023       0.14399E-01
     0.74326      -0.15197E-01
     0.53889      -0.20303E-01
     0.41154      -0.74769E-03
     0.52035       0.21910E-01
     0.70704       0.10173E-01
     0.66716      -0.12488E-01
     0.52142      -0.12599E-01
     0.45162      -0.11506E-02
     0.48116       0.49579E-02
     0.52083       0.18611E-02
     0.54225       0.16750E-02
     0.55947       0.59523E-03
     0.54479      -0.31795E-02
     0.50539      -0.31339E-02
     0.50197       0.35864E-02
     0.52613       0.18717E-02
     0.52927       0.18264E-02
     0.54744       0.17359E-02
     0.54084      -0.98183E-03
     0.53539       0.20473E-03
     0.52855      -0.11747E-02
     0.52723       0.88855E-03
     0.55361       0.28642E-02
     0.58202      -0.47122E-03
     0.55896      -0.54390E-02
     0.50817      -0.46523E-02
     0.46872      -0.30827E-02
     0.45420       0.11477E-02
     0.48746       0.58359E-02
     0.55367       0.75706E-02
     0.59759      -0.87355E-05
     0.55792      -0.62934E-02
     0.51938      -0.12564E-02
     0.53423       0.17631E-02
     0.54966      -0.28716E-03
     0.54869      -0.49835E-03
     0.54343      -0.12274E-02
     0.54097       0.13600E-02
     0.57024       0.29940E-02
     0.56329      -0.45973E-02
     0.49260      -0.59533E-02
     0.47527       0.40903E-02
     0.54629       0.80430E-02
     0.57620      -0.20441E-02
     0.54233      -0.22487E-02
     0.55041       0.16049E-02
     0.53664      -0.57098E-02
     0.47861      -0.45342E-02
     0.47661       0.27743E-02
     0.51268       0.30913E-02
     0.53161       0.12164E-02
     0.54325       0.12124E-02
     0.53626      -0.75586E-03
     0.52471       0.57273E-03
     0.53006       0.10457E-02
     0.51742      -0.24586E-02
     0.48764      -0.18996E-02
     0.48630       0.14300E-02
     0.52760       0.50253E-02
     0.57023       0.49796E-03
     0.54361      -0.65081E-02
     0.49191      -0.31855E-02
     0.50214       0.52390E-02
     0.55691       0.39713E-02
     0.54076      -0.53571E-02
     0.47624      -0.34793E-02
     0.48450       0.51296E-02
     0.52392       0.24290E-02
     0.53376       0.12438E-02
     0.55560       0.15851E-02
     0.55603      -0.23519E-02
     0.53160      -0.28902E-02
     0.52339      -0.35660E-03
     0.52654       0.21853E-03
     0.52077      -0.18618E-02
     0.49563      -0.28212E-02
     0.48152       0.86484E-03
     0.49751       0.27033E-02
     0.52570       0.25757E-02
     0.54786       0.11302E-02
     0.54607      -0.22825E-02
     0.50747      -0.51384E-02
     0.48158       0.15423E-03
     0.52004       0.51850E-02
     0.55043      -0.54051E-03
     0.52247      -0.29741E-02
     0.50823       0.10191E-02
     0.52775       0.38026E-02
     0.55657       0.24599E-02
     0.54491      -0.28460E-02
     0.50628      -0.34234E-02
     0.48281      -0.86456E-03
     0.49952       0.29643E-02
     0.53426       0.89599E-03
     0.52007      -0.50631E-02
     0.47439      -0.29906E-02
     0.48559       0.57738E-02
     0.54793       0.61668E-02
     0.56051      -0.14898E-02
     0.50798      -0.63600E-02
     0.43767      -0.32962E-02
     0.45224       0.64975E-02
     0.53130       0.52913E-02
     0.54617      -0.40185E-02
     0.51181      -0.34695E-02
     0.50971      -0.14564E-02
     0.48167      -0.57746E-02
     0.45241       0.20418E-02
     0.51235       0.90454E-02
     0.54444      -0.12697E-02
     0.47921      -0.51679E-02
     0.45911       0.50582E-02
     0.53954       0.86206E-02
     0.58495      -0.23465E-02
     0.53518      -0.78301E-02
     0.50183      -0.17308E-02
     0.51519       0.11338E-03
     0.52028      -0.73457E-03
     0.52916       0.12429E-02
     0.53482      -0.16947E-02
     0.49600      -0.22316E-02
     0.49600       0.53890E-02
     0.54294       0.44397E-02
     0.52807      -0.38351E-02
     0.47349      -0.34646E-02
     0.46335       0.16031E-02
     0.49615       0.18905E-02
     0.50988      -0.15252E-02
     0.49987      -0.24982E-02
     0.48707      -0.26425E-02
     0.47902      -0.21011E-03
     0.48450       0.57984E-03
     0.47803      -0.37585E-03
     0.47244       0.17193E-02
     0.48386       0.31507E-02
     0.50254       0.22630E-02
     0.51230       0.20352E-03
     0.49801      -0.27544E-02
     0.47040      -0.33770E-02
     0.46234       0.29431E-03
     0.48828       0.19218E-02
     0.50261      -0.56437E-03
     0.49400      -0.71337E-03
     0.49234       0.13701E-02
     0.50318       0.19798E-02
     0.51404       0.13894E-02
     0.50595      -0.95698E-03
     0.48331      -0.16393E-02
     0.48138       0.10276E-02
     0.50613       0.26744E-02
     0.52853      -0.45549E-03
     0.50974      -0.41503E-02
     0.49028       0.74464E-05
     0.51808       0.36751E-02
     0.52696      -0.25138E-02
     0.47108      -0.50816E-02
     0.44499       0.15547E-02
     0.47496       0.34977E-02
     0.49695       0.40190E-03
     0.49991      -0.96487E-03
     0.49882      -0.60048E-03
     0.49973      -0.83439E-04
     0.50441       0.81776E-03
     0.51063       0.40951E-03
     0.50598      -0.50736E-03
     0.50059       0.29912E-03
     0.50047       0.86535E-04
     0.50699       0.12082E-02
     0.51683      -0.19569E-03
     0.50305      -0.27560E-02
     0.48401      -0.23059E-02
     0.46978      -0.11620E-02
     0.47838       0.25347E-02
     0.51240       0.30780E-02
     0.52669      -0.77971E-03
     0.48927      -0.55510E-02
     0.44082      -0.14357E-02
     0.45646       0.56901E-02
     0.50997       0.49172E-02
     0.52492      -0.92640E-03
     0.49969      -0.29414E-02
     0.48774      -0.35613E-03
     0.49963       0.99209E-03
     0.51437       0.72298E-03
     0.50135      -0.40135E-02
     0.45621      -0.34753E-02
     0.46089       0.43100E-02
     0.52012       0.48829E-02
     0.53611      -0.30566E-02
     0.48156      -0.53107E-02
     0.47050       0.38234E-02
     0.52996       0.56947E-02
     0.54672      -0.28485E-02
     0.48977      -0.56786E-02
     0.47710       0.43907E-02
     0.56398       0.90274E-02
     0.60754      -0.29615E-02
