0.400000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	
0.400000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	0.375000 	
0.460206 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	0.456765 	
0.495424 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	0.495382 	
0.520412 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	0.519611 	
0.539794 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	0.536860 	
0.555630 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	0.550060 	
0.569020 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	0.560648 	
0.580618 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	0.569424 	
0.590849 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	0.576880 	
