0.2 	1 	2 	3 	4 	5 	6 	7 	8 	9 	10 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.426654 	1.89145 	1.16399 	2.51439 	5.33958 	6.03821 	6.32239 	7.05616 	8.00622 	9.00047 	10 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.459547 	1.87455 	1.3247 	2.32473 	5.26663 	6.11335 	6.37102 	7.06852 	8.00801 	9.00064 	10 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.474992 	1.8272 	1.50618 	2.14983 	5.17241 	6.18434 	6.42414 	7.08304 	8.01024 	9.00086 	10.0001 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.472501 	1.751 	1.70316 	1.99434 	5.05724 	6.24945 	6.48167 	7.09997 	8.01301 	9.00115 	10.0001 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.452238 	1.64858 	1.90979 	1.86264 	4.92196 	6.30683 	6.54338 	7.11959 	8.0164 	9.00152 	10.0001 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.415014 	1.52344 	2.1198 	1.75866 	4.76797 	6.35462 	6.60896 	7.14216 	8.02055 	9.002 	10.0001 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.362261 	1.3799 	2.32674 	1.68574 	4.59724 	6.39092 	6.67793 	7.16793 	8.02558 	9.00262 	10.0002 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.295972 	1.22294 	2.5241 	1.64653 	4.41229 	6.41389 	6.74969 	7.19716 	8.03164 	9.0034 	10.0003 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.21864 	1.05803 	2.70558 	1.64284 	4.21615 	6.4218 	6.82348 	7.23006 	8.0389 	9.00439 	10.0003 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.133158 	0.890942 	2.86527 	1.67558 	4.01238 	6.41306 	6.89838 	7.26683 	8.04753 	9.00563 	10.0005 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.0427239 	0.727563 	2.99786 	1.74469 	3.80492 	6.38627 	6.97334 	7.30762 	8.05772 	9.00717 	10.0006 	11 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.0492832 	0.573686 	3.09881 	1.84906 	3.59811 	6.34033 	7.04713 	7.35254 	8.06969 	9.00909 	10.0008 	11.0001 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.13942 	0.434809 	3.16452 	1.98657 	3.39651 	6.27445 	7.11838 	7.40162 	8.08365 	9.01144 	10.0011 	11.0001 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.224309 	0.315939 	3.19249 	2.15406 	3.20484 	6.18821 	7.18563 	7.45481 	8.09984 	9.01431 	10.0014 	11.0001 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.300757 	0.221412 	3.18138 	2.34743 	3.02784 	6.08163 	7.24727 	7.51199 	8.11848 	9.01781 	10.0019 	11.0001 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.365878 	0.154735 	3.13112 	2.5617 	2.87018 	5.95519 	7.30162 	7.57293 	8.13982 	9.02203 	10.0024 	11.0002 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.417198 	0.11845 	3.04292 	2.7911 	2.73625 	5.80987 	7.34697 	7.63728 	8.16408 	9.0271 	10.0031 	11.0003 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.452748 	0.114041 	2.91926 	3.02929 	2.63008 	5.64717 	7.38157 	7.7046 	8.1915 	9.03315 	10.004 	11.0003 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.471139 	0.141865 	2.76384 	3.26945 	2.5552 	5.4691 	7.40369 	7.77427 	8.22228 	9.04033 	10.005 	11.0005 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.471615 	0.201127 	2.58147 	3.50451 	2.51448 	5.2782 	7.41171 	7.84559 	8.25661 	9.0488 	10.0064 	11.0006 	12 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.454087 	0.289902 	2.37794 	3.72738 	2.51005 	5.07751 	7.40408 	7.91768 	8.29464 	9.05874 	10.008 	11.0008 	12.0001 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.419138 	0.405186 	2.15983 	3.93111 	2.54315 	4.87052 	7.37946 	7.98954 	8.33648 	9.07033 	10.01 	11.001 	12.0001 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.368006 	0.542991 	1.93433 	4.10918 	2.61409 	4.66112 	7.33671 	8.06004 	8.38219 	9.08377 	10.0125 	11.0013 	12.0001 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.302543 	0.698483 	1.709 	4.25565 	2.7222 	4.45353 	7.27496 	8.1279 	8.43177 	9.09927 	10.0154 	11.0017 	12.0001 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.22515 	0.866138 	1.49151 	4.36543 	2.86572 	4.25223 	7.1937 	8.19175 	8.48514 	9.11705 	10.019 	11.0022 	12.0002 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.138691 	1.03994 	1.28938 	4.4344 	3.04189 	4.06184 	7.09275 	8.25011 	8.54215 	9.13731 	10.0232 	11.0028 	12.0003 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
0.0463907 	1.21358 	1.10973 	4.45964 	3.24692 	3.88699 	6.97237 	8.30143 	8.60255 	9.16027 	10.0283 	11.0036 	12.0003 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.0482844 	1.38071 	0.95904 	4.4395 	3.47608 	3.73225 	6.83325 	8.34409 	8.66598 	9.18613 	10.0343 	11.0045 	12.0004 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.141751 	1.53513 	0.842887 	4.37374 	3.72377 	3.60196 	6.67657 	8.37647 	8.73197 	9.2151 	10.0414 	11.0056 	12.0006 	13 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.230446 	1.67104 	0.765755 	4.26354 	3.98365 	3.50012 	6.50399 	8.39696 	8.79995 	9.24735 	10.0497 	11.007 	12.0007 	13.0001 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.310954 	1.78325 	0.730854 	4.11153 	4.24881 	3.43025 	6.31766 	8.40401 	8.8692 	9.28303 	10.0594 	11.0087 	12.001 	13.0001 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.380142 	1.8674 	0.739983 	3.92174 	4.51194 	3.39525 	6.12022 	8.39616 	8.9389 	9.32227 	10.0706 	11.0108 	12.0012 	13.0001 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.43528 	1.92009 	0.793444 	3.69952 	4.76551 	3.39731 	5.91477 	8.3721 	9.00808 	9.36512 	10.0835 	11.0133 	12.0016 	13.0001 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
-0.47414 	1.93902 	0.889996 	3.45138 	5.00201 	3.43778 	5.70483 	8.3307 	9.07567 	9.41163 	10.0984 	11.0163 	12.002 	13.0002 	14 	15 	16 	17 	18 	19 	20 	21 	22 	23 	24 	25 	26 	27 	28 	29 	
