#Coor		Free	+/-		Prob		+/-
0.035000	1.924507	-nan	0.000248	-nan
0.105000	1.585878	-nan	0.000582	-nan
0.175000	1.489997	-nan	0.000741	-nan
0.245000	1.256523	-nan	0.001333	-nan
0.315000	0.922587	-nan	0.003087	-nan
0.385000	0.735644	-nan	0.004941	-nan
0.455000	0.659373	-nan	0.005987	-nan
0.525000	0.598412	-nan	0.006979	-nan
0.595000	0.544103	-nan	0.008001	-nan
0.665000	0.471267	-nan	0.009610	-nan
0.735000	0.404280	-nan	0.011375	-nan
0.805000	0.327005	-nan	0.013816	-nan
0.875000	0.261560	-nan	0.016289	-nan
0.945000	0.232013	-nan	0.017546	-nan
1.015000	0.211313	-nan	0.018484	-nan
1.085000	0.200657	-nan	0.018987	-nan
1.155000	0.183438	-nan	0.019827	-nan
1.225000	0.148801	-nan	0.021633	-nan
1.295000	0.164726	-nan	0.020783	-nan
1.365000	0.124359	-nan	0.023005	-nan
1.435000	0.128362	-nan	0.022774	-nan
1.505000	0.102957	-nan	0.024278	-nan
1.575000	0.098203	-nan	0.024570	-nan
1.645000	0.056112	-nan	0.027315	-nan
1.715000	0.109866	-nan	0.023859	-nan
1.785000	0.064208	-nan	0.026764	-nan
1.855000	0.080383	-nan	0.025696	-nan
1.925000	0.000000	-nan	0.031456	-nan
1.995000	0.053190	-nan	0.027516	-nan
2.065000	0.114519	-nan	0.023581	-nan
2.135000	0.101966	-nan	0.024338	-nan
2.205000	0.139370	-nan	0.022152	-nan
2.275000	0.165172	-nan	0.020760	-nan
2.345000	0.096205	-nan	0.024694	-nan
2.415000	0.070301	-nan	0.026357	-nan
2.485000	0.092500	-nan	0.024925	-nan
2.555000	0.139569	-nan	0.022141	-nan
2.625000	0.165654	-nan	0.020735	-nan
2.695000	0.259805	-nan	0.016361	-nan
2.765000	0.267595	-nan	0.016044	-nan
2.835000	0.297131	-nan	0.014894	-nan
2.905000	0.270324	-nan	0.015934	-nan
2.975000	0.261809	-nan	0.016279	-nan
3.045000	0.312063	-nan	0.014345	-nan
3.115000	0.373189	-nan	0.012300	-nan
3.185000	0.387283	-nan	0.011872	-nan
3.255000	0.382578	-nan	0.012013	-nan
3.325000	0.334919	-nan	0.013544	-nan
3.395000	0.350976	-nan	0.013007	-nan
3.465000	0.363664	-nan	0.012599	-nan
3.535000	0.365988	-nan	0.012525	-nan
3.605000	0.419256	-nan	0.010954	-nan
3.675000	0.438647	-nan	0.010432	-nan
3.745000	0.429300	-nan	0.010681	-nan
3.815000	0.482398	-nan	0.009345	-nan
3.885000	0.580596	-nan	0.007299	-nan
3.955000	0.561175	-nan	0.007665	-nan
4.025000	0.640918	-nan	0.006271	-nan
4.095000	0.641391	-nan	0.006264	-nan
4.165000	0.664467	-nan	0.005911	-nan
4.235000	0.626479	-nan	0.006503	-nan
4.305000	0.624595	-nan	0.006534	-nan
4.375000	0.611756	-nan	0.006749	-nan
4.445000	0.588520	-nan	0.007155	-nan
4.515000	0.674540	-nan	0.005763	-nan
4.585000	0.767412	-nan	0.004562	-nan
4.655000	0.768758	-nan	0.004546	-nan
4.725000	0.834790	-nan	0.003850	-nan
4.795000	0.794211	-nan	0.004264	-nan
4.865000	0.888802	-nan	0.003361	-nan
4.935000	0.911203	-nan	0.003177	-nan
5.005000	0.991827	-nan	0.002594	-nan
5.075000	1.055511	-nan	0.002210	-nan
5.145000	1.155328	-nan	0.001719	-nan
5.215000	1.205561	-nan	0.001515	-nan
5.285000	1.280948	-nan	0.001253	-nan
5.355000	1.252569	-nan	0.001346	-nan
5.425000	1.344136	-nan	0.001069	-nan
5.495000	1.353397	-nan	0.001044	-nan
5.565000	1.402724	-nan	0.000922	-nan
5.635000	1.483561	-nan	0.000753	-nan
5.705000	1.456630	-nan	0.000805	-nan
5.775000	1.490956	-nan	0.000739	-nan
5.845000	1.550890	-nan	0.000635	-nan
5.915000	1.606874	-nan	0.000552	-nan
5.985000	1.688226	-nan	0.000450	-nan
6.055000	1.716722	-nan	0.000419	-nan
6.125000	1.714096	-nan	0.000421	-nan
6.195000	1.853398	-nan	0.000297	-nan
6.265000	1.973041	-nan	0.000220	-nan
6.335000	2.072100	-nan	0.000171	-nan
6.405000	2.176167	-nan	0.000132	-nan
6.475000	2.225171	-nan	0.000116	-nan
6.545000	2.337266	-nan	0.000088	-nan
6.615000	2.383742	-nan	0.000078	-nan
6.685000	2.479660	-nan	0.000061	-nan
6.755000	2.414250	-nan	0.000072	-nan
6.825000	2.485367	-nan	0.000061	-nan
6.895000	2.570646	-nan	0.000049	-nan
6.965000	2.637699	-nan	0.000041	-nan
#Window		Free	+/-	
#0	0.000000	-nan
#1	-0.369655	-nan
#2	-0.494309	-nan
#3	-0.523880	-nan
#4	-0.460762	-nan
#5	-0.302439	-nan
#6	-0.215816	-nan
#7	-0.034036	-nan
#8	0.082297	-nan
#9	0.367152	-nan
#10	0.741991	-nan
#11	1.052644	-nan
#12	1.571714	-nan
#13	2.185300	-nan
