1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000
1.000000,0.911264,0.823617,0.738109,0.655714,0.577293,0.503573,0.435126,0.372359,0.315511,0.264661,0.219740,0.180549,0.146784,0.118057,0.093921,0.073898,0.057496,0.044230,0.033637,0.025286,0.018786,0.013792,0.010005,0.007171,0.005077,0.003550,0.002452,0.001672,0.001126,0.000748,0.000491,0.000318,0.000203,0.000128,0.000080,0.000049,0.000030,0.000018,0.000010,0.000006,0.000003,0.000002,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000001,-0.000001,-0.000002,-0.000003,-0.000006,-0.000010,-0.000018,-0.000030,-0.000049,-0.000080,-0.000128,-0.000203,-0.000318,-0.000491,-0.000748,-0.001126,-0.001672,-0.002452,-0.003550,-0.005077,-0.007171,-0.010005,-0.013792,-0.018786,-0.025286,-0.033637,-0.044230,-0.057496,-0.073898,-0.093921,-0.118057,-0.146784,-0.180549,-0.219740,-0.264661,-0.315511,-0.372359,-0.435126,-0.503573,-0.577293,-0.655714,-0.738109,-0.823617,-0.911264,-1.000000
1.000000,0.937089,0.874567,0.812817,0.752208,0.693086,0.635774,0.580559,0.527695,0.477397,0.429835,0.385141,0.343403,0.304667,0.268941,0.236197,0.206371,0.179375,0.155091,0.133384,0.114101,0.097079,0.082147,0.069131,0.057855,0.048150,0.039847,0.032791,0.026830,0.021828,0.017656,0.014199,0.011352,0.009023,0.007130,0.005600,0.004373,0.003394,0.002618,0.002007,0.001528,0.001156,0.000867,0.000645,0.000474,0.000341,0.000238,0.000156,0.000088,0.000029,-0.000029,-0.000088,-0.000156,-0.000238,-0.000341,-0.000474,-0.000645,-0.000867,-0.001156,-0.001528,-0.002007,-0.002618,-0.003394,-0.004373,-0.005600,-0.007130,-0.009023,-0.011352,-0.014199,-0.017656,-0.021828,-0.026830,-0.032791,-0.039847,-0.048150,-0.057855,-0.069131,-0.082147,-0.097079,-0.114101,-0.133384,-0.155091,-0.179375,-0.206371,-0.236197,-0.268941,-0.304667,-0.343403,-0.385141,-0.429835,-0.477397,-0.527695,-0.580559,-0.635774,-0.693086,-0.752208,-0.812817,-0.874567,-0.937089,-1.000000
1.000000,0.948588,0.897388,0.846612,0.796464,0.747142,0.698833,0.651712,0.605941,0.561665,0.519013,0.478095,0.439004,0.401813,0.366577,0.333332,0.302095,0.272866,0.245631,0.220359,0.197006,0.175516,0.155822,0.137850,0.121518,0.106737,0.093416,0.081461,0.070777,0.061267,0.052839,0.045400,0.038861,0.033136,0.028145,0.023811,0.020062,0.016831,0.014055,0.011679,0.009649,0.007917,0.006441,0.005180,0.004098,0.003163,0.002344,0.001613,0.000944,0.000311,-0.000311,-0.000944,-0.001613,-0.002344,-0.003163,-0.004098,-0.005180,-0.006441,-0.007917,-0.009649,-0.011679,-0.014055,-0.016831,-0.020062,-0.023811,-0.028145,-0.033136,-0.038861,-0.045400,-0.052839,-0.061267,-0.070777,-0.081461,-0.093416,-0.106737,-0.121518,-0.137850,-0.155822,-0.175516,-0.197006,-0.220359,-0.245631,-0.272866,-0.302095,-0.333332,-0.366577,-0.401813,-0.439004,-0.478095,-0.519013,-0.561665,-0.605941,-0.651712,-0.698833,-0.747142,-0.796464,-0.846612,-0.897388,-0.948588,-1.000000
1.000000,0.955456,0.911051,0.866921,0.823202,0.780024,0.737514,0.695792,0.654969,0.615152,0.576436,0.538907,0.502644,0.467711,0.434166,0.402053,0.371407,0.342251,0.314600,0.288458,0.263820,0.240670,0.218987,0.198741,0.179895,0.162406,0.146228,0.131307,0.117588,0.105012,0.093518,0.083044,0.073528,0.064904,0.057111,0.050085,0.043766,0.038092,0.033006,0.028451,0.024372,0.020717,0.017433,0.014474,0.011790,0.009337,0.007071,0.004949,0.002929,0.000970,-0.000970,-0.002929,-0.004949,-0.007071,-0.009337,-0.011790,-0.014474,-0.017433,-0.020717,-0.024372,-0.028451,-0.033006,-0.038092,-0.043766,-0.050085,-0.057111,-0.064904,-0.073528,-0.083044,-0.093518,-0.105012,-0.117588,-0.131307,-0.146228,-0.162406,-0.179895,-0.198741,-0.218987,-0.240670,-0.263820,-0.288458,-0.314600,-0.342251,-0.371407,-0.402053,-0.434166,-0.467711,-0.502644,-0.538907,-0.576436,-0.615152,-0.654969,-0.695792,-0.737514,-0.780024,-0.823202,-0.866921,-0.911051,-0.955456,-1.000000
1.000000,0.960148,0.920395,0.880839,0.841579,0.802708,0.764319,0.726500,0.689335,0.652904,0.617281,0.582536,0.548730,0.515921,0.484158,0.453484,0.423935,0.395540,0.368323,0.342299,0.317476,0.293859,0.271442,0.250217,0.230169,0.211279,0.193522,0.176868,0.161285,0.146738,0.133185,0.120586,0.108897,0.098071,0.088061,0.078817,0.070291,0.062433,0.055191,0.048515,0.042355,0.036659,0.031379,0.026462,0.021861,0.017525,0.013407,0.009456,0.005626,0.001867,-0.001867,-0.005626,-0.009456,-0.013407,-0.017525,-0.021861,-0.026462,-0.031379,-0.036659,-0.042355,-0.048515,-0.055191,-0.062433,-0.070291,-0.078817,-0.088061,-0.098071,-0.108897,-0.120586,-0.133185,-0.146738,-0.161285,-0.176868,-0.193522,-0.211279,-0.230169,-0.250217,-0.271442,-0.293859,-0.317476,-0.342299,-0.368323,-0.395540,-0.423935,-0.453484,-0.484158,-0.515921,-0.548730,-0.582536,-0.617281,-0.652904,-0.689335,-0.726500,-0.764319,-0.802708,-0.841579,-0.880839,-0.920395,-0.960148,-1.000000
1.000000,0.963611,0.927298,0.891135,0.855197,0.819556,0.784283,0.749446,0.715112,0.681343,0.648198,0.615734,0.584002,0.553048,0.522917,0.493647,0.465271,0.437819,0.411313,0.385773,0.361214,0.337644,0.315069,0.293488,0.272898,0.253290,0.234651,0.216966,0.200213,0.184371,0.169412,0.155308,0.142025,0.129531,0.117789,0.106759,0.096404,0.086679,0.077544,0.068954,0.060864,0.053228,0.046000,0.039133,0.032580,0.026293,0.020224,0.014324,0.008546,0.002841,-0.002841,-0.008546,-0.014324,-0.020224,-0.026293,-0.032580,-0.039133,-0.046000,-0.053228,-0.060864,-0.068954,-0.077544,-0.086679,-0.096404,-0.106759,-0.117789,-0.129531,-0.142025,-0.155308,-0.169412,-0.184371,-0.200213,-0.216966,-0.234651,-0.253290,-0.272898,-0.293488,-0.315069,-0.337644,-0.361214,-0.385773,-0.411313,-0.437819,-0.465271,-0.493647,-0.522917,-0.553048,-0.584002,-0.615734,-0.648198,-0.681343,-0.715112,-0.749446,-0.784283,-0.819556,-0.855197,-0.891135,-0.927298,-0.963611,-1.000000
1.000000,0.966298,0.932656,0.899133,0.865788,0.832678,0.799861,0.767390,0.735319,0.703699,0.672578,0.642002,0.612014,0.582654,0.553959,0.525962,0.498693,0.472179,0.446442,0.421501,0.397372,0.374066,0.351591,0.329951,0.309148,0.289177,0.270034,0.251708,0.234187,0.217455,0.201493,0.186280,0.171793,0.158003,0.144884,0.132403,0.120529,0.109226,0.098459,0.088190,0.078379,0.068987,0.059971,0.051291,0.042902,0.034762,0.026825,0.019047,0.011382,0.003787,-0.003787,-0.011382,-0.019047,-0.026825,-0.034762,-0.042902,-0.051291,-0.059971,-0.068987,-0.078379,-0.088190,-0.098459,-0.109226,-0.120529,-0.132403,-0.144884,-0.158003,-0.171793,-0.186280,-0.201493,-0.217455,-0.234187,-0.251708,-0.270034,-0.289177,-0.309148,-0.329951,-0.351591,-0.374066,-0.397372,-0.421501,-0.446442,-0.472179,-0.498693,-0.525962,-0.553959,-0.582654,-0.612014,-0.642002,-0.672578,-0.703699,-0.735319,-0.767390,-0.799861,-0.832678,-0.865788,-0.899133,-0.932656,-0.966298,-1.000000
1.000000,0.968452,0.936953,0.905550,0.874292,0.843225,0.812396,0.781849,0.751629,0.721776,0.692332,0.663334,0.634818,0.606819,0.579367,0.552491,0.526218,0.500571,0.475570,0.451233,0.427575,0.404607,0.382339,0.360775,0.339919,0.319771,0.300327,0.281582,0.263528,0.246152,0.229441,0.213380,0.197948,0.183126,0.168889,0.155213,0.142070,0.129432,0.117268,0.105545,0.094230,0.083288,0.072683,0.062378,0.052334,0.042513,0.032874,0.023379,0.013986,0.004655,-0.004655,-0.013986,-0.023379,-0.032874,-0.042513,-0.052334,-0.062378,-0.072683,-0.083288,-0.094230,-0.105545,-0.117268,-0.129432,-0.142070,-0.155213,-0.168889,-0.183126,-0.197948,-0.213380,-0.229441,-0.246152,-0.263528,-0.281582,-0.300327,-0.319771,-0.339919,-0.360775,-0.382339,-0.404607,-0.427575,-0.451233,-0.475570,-0.500571,-0.526218,-0.552491,-0.579367,-0.606819,-0.634818,-0.663334,-0.692332,-0.721776,-0.751629,-0.781849,-0.812396,-0.843225,-0.874292,-0.905550,-0.936953,-0.968452,-1.000000
1.000000,0.970217,0.940473,0.910810,0.881266,0.851880,0.822691,0.793735,0.765050,0.736669,0.708628,0.680957,0.653687,0.626847,0.600464,0.574561,0.549163,0.524288,0.499956,0.476182,0.452979,0.430358,0.408328,0.386895,0.366062,0.345831,0.326199,0.307164,0.288719,0.270856,0.253564,0.236830,0.220639,0.204974,0.189816,0.175144,0.160935,0.147165,0.133808,0.120836,0.108220,0.095931,0.083937,0.072206,0.060704,0.049398,0.038252,0.027233,0.016304,0.005429,-0.005429,-0.016304,-0.027233,-0.038252,-0.049398,-0.060704,-0.072206,-0.083937,-0.095931,-0.108220,-0.120836,-0.133808,-0.147165,-0.160935,-0.175144,-0.189816,-0.204974,-0.220639,-0.236830,-0.253564,-0.270856,-0.288719,-0.307164,-0.326199,-0.345831,-0.366062,-0.386895,-0.408328,-0.430358,-0.452979,-0.476182,-0.499956,-0.524288,-0.549163,-0.574561,-0.600464,-0.626847,-0.653687,-0.680957,-0.708628,-0.736669,-0.765050,-0.793735,-0.822691,-0.851880,-0.881266,-0.910810,-0.940473,-0.970217,-1.000000
