0.30	1.65	0.97
0.31	1.46	0.57
0.32	0.92	0.33
0.33	0.23	0.59
0.34	0.10	1.05
0.35	0.08	1.33
0.36	0.06	1.53
0.37	0.06	1.71
0.38	0.05	1.86
0.39	0.05	2.00
0.40	0.05	2.12
0.41	0.04	2.24
0.42	0.04	2.36
0.43	0.04	2.47
0.44	0.04	2.57
0.45	0.04	2.68
0.46	0.04	2.78
0.47	0.04	2.87
0.48	0.04	2.97
0.49	0.04	3.07
0.50	0.04	3.16
0.51	0.04	3.25
0.52	0.04	3.34
0.53	0.04	3.43
0.54	0.04	3.52
0.55	0.04	3.61
0.56	0.04	3.70
0.57	0.05	3.78
0.58	0.05	3.87
0.59	0.05	3.96
0.60	0.05	4.04
0.61	0.05	4.13
0.62	0.05	4.21
0.63	0.05	4.29
0.64	0.05	4.38
0.65	0.05	4.46
0.66	0.05	4.54
0.67	0.05	4.62
0.68	0.05	4.71
0.69	0.05	4.79
0.70	0.05	4.87
0.71	0.06	4.95
0.72	0.06	5.03
0.73	0.06	5.11
0.74	0.06	5.20
0.75	0.06	5.27
0.76	0.06	5.36
0.77	0.06	5.44
0.78	0.06	5.51
0.79	0.06	5.60
0.80	0.06	5.68
0.81	0.07	5.75
0.82	0.07	5.84
0.83	0.07	5.91
0.84	0.07	6.00
0.85	0.07	6.08
0.86	0.07	6.16
0.87	0.07	6.24
0.88	0.07	6.31
0.89	0.07	6.39
0.90	0.07	6.47
0.91	0.08	6.55
0.92	0.08	6.63
0.93	0.08	6.71
0.94	0.08	6.78
0.95	0.08	6.87
0.96	0.08	6.94
0.97	0.08	7.02
0.98	0.09	7.10
0.99	0.09	7.18
1.00	0.09	7.25
1.01	0.09	7.34
1.02	0.09	7.41
1.03	0.09	7.49
1.04	0.09	7.57
1.05	0.09	7.65
1.06	0.09	7.74
1.07	0.09	7.81
1.08	0.09	7.90
1.09	0.09	7.97
1.10	0.09	8.06
1.11	0.09	8.13
1.12	0.09	8.21
1.13	0.09	8.29
1.14	0.10	8.35
1.15	0.08	8.45
1.16	0.10	8.52
1.17	0.10	8.59
1.18	0.09	8.68
1.19	0.10	8.75
1.20	0.09	8.83
